created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-01-20 18:06:26 UTC,6071,97799,100700,246.2,2545.9,180,-2412.9,3.938,21943
2018-01-20 18:06:47 UTC,6072,97794,100700,246.9,2547.5,170,-2412.9,3.936,21964
2018-01-20 18:07:15 UTC,6073,97794,100700,245.8,2547.5,165,-2412.9,3.939,21991
2018-01-20 18:07:36 UTC,6074,97816,100700,243.9,2547.5,149,-2415.9,3.939,22013
2018-01-20 18:08:03 UTC,6075,97835,100700,243.3,2547.5,139,-2417.6,3.938,22040
2018-01-20 18:08:28 UTC,6076,97838,100700,242.9,2547.5,136,-2417.6,3.936,22066
2018-01-20 18:08:54 UTC,6077,97842,100700,242.3,2547.5,127,-2417.6,3.939,22092
2018-01-20 18:09:16 UTC,6078,97830,100700,242.6,2547.5,124,-2417.6,3.936,22113
2018-01-20 18:09:37 UTC,6079,97839,100700,242.6,2547.5,125,-2417.6,3.935,22134
2018-01-20 18:10:02 UTC,6080,97837,100700,242.5,2547.5,128,-2417.6,3.936,22160
2018-01-20 18:10:24 UTC,6081,97826,100700,243.6,2547.5,131,-2417.6,3.935,22182
2018-01-20 18:10:50 UTC,6082,97834,100700,243.1,2547.5,134,-2417.6,3.936,22207
2018-01-20 18:11:12 UTC,6083,97843,100700,242.1,2547.5,131,-2417.6,3.933,22230
2018-01-20 18:11:37 UTC,6084,97837,100700,242.6,2547.5,131,-2417.6,3.935,22255
2018-01-20 18:11:58 UTC,6085,97829,100700,243.3,2547.5,134,-2417.6,3.935,22276
2018-01-20 18:12:25 UTC,6086,97951,100700,232.5,2547.5,130,-2427.3,3.936,22303
2018-01-20 18:12:52 UTC,6087,98725,100700,167,2547.5,127,-2492.8,3.938,22330
2018-01-20 18:13:20 UTC,6088,99358,100700,113,2547.5,131,-2546.8,3.941,22356
2018-01-20 18:13:47 UTC,6089,99361,100700,113,2547.5,130,-2546.8,3.936,22385
2018-01-20 18:14:14 UTC,6090,99369,100700,111.8,2547.5,114,-2546.8,3.936,22412
2018-01-20 18:14:35 UTC,6091,99358,100700,112.7,2547.5,111,-2546.8,3.935,22433
2018-01-20 18:15:03 UTC,6092,99327,100700,115.7,2550.2,128,-2546.8,3.935,22460
2018-01-20 18:15:30 UTC,6093,99248,100700,122.1,2556.6,139,-2546.8,3.932,22488
2018-01-20 18:15:57 UTC,6094,99171,100700,129.1,2563.5,151,-2546.8,3.935,22515
2018-01-20 18:16:18 UTC,6095,99130,100700,132.9,2567.4,157,-2546.8,3.935,22536
2018-01-20 18:16:39 UTC,6096,99076,100700,136.5,2571,159,-2546.8,3.933,22557
2018-01-20 18:17:06 UTC,6097,99012,100700,142.3,2576.8,159,-2546.8,3.935,22584
2018-01-20 18:17:27 UTC,6098,98960,100700,147.5,2582,157,-2546.8,3.933,22605
2018-01-20 18:17:48 UTC,6099,98886,100700,152.8,2587.3,158,-2546.8,3.933,22626
2018-01-20 18:18:09 UTC,6100,98832,100700,158,2592.5,160,-2546.8,3.93,22647
2018-01-20 18:18:30 UTC,6101,98782,100700,161.4,2595.9,166,-2546.8,3.933,22668
2018-01-20 18:18:57 UTC,6102,98703,100700,168.3,2602.8,164,-2546.8,3.933,22695
2018-01-20 18:19:18 UTC,6103,98651,100700,172.7,2606.3,165,-2546.8,3.933,22716
2018-01-20 18:19:39 UTC,6104,98592,100700,177.8,2612.3,167,-2546.8,3.933,22737
2018-01-20 18:20:00 UTC,6105,98542,100700,182.6,2617.1,166,-2546.8,3.933,22758
2018-01-20 18:20:21 UTC,6106,98482,100700,187.5,2622,168,-2546.8,3.933,22779
2018-01-20 18:20:42 UTC,6107,98428,100700,192.9,2627.4,167,-2546.8,3.932,22800
2018-01-20 18:21:03 UTC,6108,98372,100700,196.1,2629.7,167,-2546.8,3.927,22821
2018-01-20 18:21:30 UTC,6109,98315,100700,201.8,2636.3,169,-2546.8,3.933,22849
2018-01-20 18:21:52 UTC,6110,98261,100700,206.8,2639.8,168,-2546.8,3.933,22870
2018-01-20 18:22:13 UTC,6111,98205,100700,211.2,2645.7,166,-2546.8,3.933,22891
2018-01-20 18:22:34 UTC,6112,98148,100700,216.5,2651,168,-2546.8,3.933,22912
2018-01-20 18:23:01 UTC,6113,98072,100700,223.1,2657.6,169,-2546.8,3.93,22939
2018-01-20 18:23:26 UTC,6114,98003,100700,228.6,2661.7,171,-2546.8,3.93,22965
2018-01-20 18:23:48 UTC,6115,97957,100700,232.7,2667.2,171,-2546.8,3.932,22986
2018-01-20 18:24:14 UTC,6116,97881,100700,239.4,2673.9,172,-2546.8,3.927,23012
2018-01-20 18:24:40 UTC,6117,97808,100700,245.1,2678.6,173,-2546.8,3.927,23039
2018-01-20 18:25:02 UTC,6118,97783,100700,247,2681.1,175,-2546.8,3.93,23060
2018-01-20 18:25:29 UTC,6119,97795,100700,246.3,2681.1,172,-2546.8,3.927,23087
2018-01-20 18:25:50 UTC,6120,97824,100700,244.2,2681.1,153,-2549.8,3.93,23109
2018-01-20 18:26:21 UTC,6121,97829,100700,243.2,2681.1,142,-2549.8,3.927,23140
2018-01-20 18:26:45 UTC,6122,97838,100700,243,2681.1,129,-2549.8,3.932,23161
2018-01-20 18:27:05 UTC,6123,97829,100700,243.1,2681.1,125,-2549.8,3.925,23184
2018-01-20 18:27:32 UTC,6124,97832,100700,243.5,2681.1,124,-2549.8,3.93,23210
2018-01-20 18:27:57 UTC,6125,97826,100700,243.4,2681.1,132,-2549.8,3.921,23236
2018-01-20 18:28:18 UTC,6126,97829,100700,242.9,2681.1,134,-2549.8,3.93,23257
2018-01-20 18:28:39 UTC,6127,97967,100700,231.5,2681.1,132,-2561.9,3.927,23278
2018-01-20 18:29:00 UTC,6128,98567,100700,180.2,2681.1,132,-2613.2,3.93,23299
2018-01-20 18:29:38 UTC,6129,99173,100700,128.8,2681.1,137,-2664.6,3.93,23320
2018-01-20 18:29:58 UTC,6130,99354,100700,113.7,2681.1,126,-2679.5,3.924,23357
2018-01-20 18:30:28 UTC,6131,99298,100700,118.6,2685.7,123,-2679.5,3.921,23384
2018-01-20 18:30:49 UTC,6132,99231,100700,124.1,2691.3,143,-2679.5,3.925,23408
2018-01-20 18:31:12 UTC,6133,99162,100700,128.9,2696,157,-2679.5,3.924,23429
2018-01-20 18:31:33 UTC,6134,99099,100700,135.1,2702.2,161,-2679.5,3.921,23452
2018-01-20 18:31:54 UTC,6135,99037,100700,141.3,2708.4,165,-2679.5,3.927,23473
2018-01-20 18:32:15 UTC,6136,98968,100700,145.9,2713,168,-2679.5,3.927,23494
2018-01-20 18:32:47 UTC,6137,98887,100700,153.8,2720.9,171,-2679.5,3.921,23526
2018-01-20 18:33:09 UTC,6138,98828,100700,158.7,2725.8,170,-2679.5,3.925,23548
2018-01-20 18:33:30 UTC,6139,98755,100700,164.1,2731.2,170,-2679.5,3.921,23569
2018-01-20 18:33:57 UTC,6140,98684,100700,170.4,2737.6,170,-2679.5,3.925,23596
2018-01-20 18:34:18 UTC,6141,98627,100700,175.2,2742.3,172,-2679.5,3.927,23617
2018-01-20 18:34:39 UTC,6142,98567,100700,180.6,2747.7,170,-2679.5,3.919,23639
2018-01-20 18:35:04 UTC,6143,98502,100700,185.7,2752.8,168,-2679.5,3.921,23663
2018-01-20 18:35:32 UTC,6144,98431,100700,191.4,2758.5,169,-2679.5,3.921,23691
2018-01-20 18:35:59 UTC,6145,98362,100700,197.6,2763.7,171,-2679.5,3.921,23718
2018-01-20 18:36:20 UTC,6146,98305,100700,202.3,2769.5,171,-2679.5,3.927,23739
2018-01-20 18:36:41 UTC,6147,98254,100700,207.4,2774.5,170,-2679.5,3.919,23760
2018-01-20 18:37:02 UTC,6148,98198,100700,211.8,2778.9,171,-2679.5,3.918,23781
2018-01-20 18:37:23 UTC,6149,98137,100700,217,2784.1,173,-2679.5,3.921,23802
2018-01-20 18:37:44 UTC,6150,98084,100700,221.1,2786.9,174,-2679.5,3.915,23823
2018-01-20 18:38:11 UTC,6151,98014,100700,227.3,2794.4,175,-2679.5,3.921,23850
2018-01-20 18:38:32 UTC,6152,97955,100700,232.3,2799.4,174,-2679.5,3.918,23871
2018-01-20 18:38:58 UTC,6153,97893,100700,237.4,2804.3,175,-2679.5,3.915,23897
2018-01-20 18:39:24 UTC,6154,97839,100700,243.1,2810.2,175,-2679.5,3.921,23923
2018-01-20 18:39:45 UTC,6155,97779,100700,247,2813.2,170,-2679.5,3.918,23944
2018-01-20 18:40:06 UTC,6156,97784,100700,247.3,2813.2,172,-2679.5,3.919,23965
2018-01-20 18:40:28 UTC,6157,97779,100700,248,2815.1,165,-2679.5,3.921,23987
2018-01-20 18:40:49 UTC,6158,97805,100700,245.2,2815.1,160,-2682.2,3.918,24008
2018-01-20 18:41:10 UTC,6159,97823,100700,244.1,2815.1,136,-2682.2,3.921,24029
2018-01-20 18:41:34 UTC,6160,97829,100700,243.7,2815.1,135,-2682.2,3.918,24054
2018-01-20 18:41:56 UTC,6161,97817,100700,243.8,2815.1,129,-2682.2,3.918,24075
2018-01-20 18:42:17 UTC,6162,97816,100700,244.5,2815.1,132,-2682.2,3.918,24096
2018-01-20 18:42:44 UTC,6163,97820,100700,244,2815.1,131,-2682.2,3.918,24123
2018-01-20 18:43:11 UTC,6164,97819,100700,244.4,2815.1,133,-2682.2,3.919,24150
2018-01-20 18:43:42 UTC,6165,97826,100700,243.6,2815.1,131,-2683.9,3.913,24182
2018-01-20 18:44:05 UTC,6166,97828,100700,243.6,2815.1,118,-2683.9,3.915,24204
2018-01-20 18:44:32 UTC,6167,97815,100700,244.4,2815.1,116,-2683.9,3.915,24232
2018-01-20 18:44:59 UTC,6168,98160,100700,214.8,2815.1,125,-2712.6,3.918,24259
2018-01-20 18:45:20 UTC,6169,98785,100700,162,2815.1,133,-2765.4,3.915,24280
2018-01-20 18:45:46 UTC,6170,99331,100700,115.2,2815.1,129,-2812.3,3.913,24301
2018-01-20 18:46:36 UTC,6171,99286,100700,119.3,2819.2,128,-2812.3,3.908,24354
2018-01-20 18:47:07 UTC,6172,99204,100700,125.7,2824.5,145,-2812.3,3.913,24383
2018-01-20 18:47:30 UTC,6173,99136,100700,132.3,2832.2,155,-2812.3,3.912,24409
2018-01-20 18:47:51 UTC,6174,99080,100700,136.9,2836.8,160,-2812.3,3.908,24431
2018-01-20 18:48:16 UTC,6175,99016,100700,142.2,2842.1,161,-2812.3,3.912,24455
2018-01-20 18:48:37 UTC,6176,98958,100700,147,2847,161,-2812.3,3.912,24476
2018-01-20 18:49:02 UTC,6177,98887,100700,152.8,2851.8,163,-2812.3,3.908,24502
2018-01-20 18:49:23 UTC,6178,98836,100700,157.2,2857.1,164,-2812.3,3.908,24523
2018-01-20 18:49:45 UTC,6179,98776,100700,162.2,2862.1,165,-2812.3,3.908,24544
2018-01-20 18:50:06 UTC,6180,98716,100700,167.8,2867.7,166,-2812.3,3.913,24566
2018-01-20 18:50:30 UTC,6181,98656,100700,172.7,2872.6,166,-2812.3,3.908,24590
2018-01-20 18:50:57 UTC,6182,98585,100700,178.4,2878.3,167,-2812.3,3.908,24617
2018-01-20 18:51:19 UTC,6183,98534,100700,183,2883,167,-2812.3,3.908,24638
2018-01-20 18:51:40 UTC,6184,98470,100700,188.9,2888.9,166,-2812.3,3.908,24660
2018-01-20 18:52:06 UTC,6185,98403,100700,194.5,2894.4,166,-2812.3,3.908,24686
2018-01-20 18:52:37 UTC,6186,98330,100700,201.3,2901.3,169,-2812.3,3.908,24717
2018-01-20 18:52:59 UTC,6187,98270,100700,206.2,2906.1,169,-2812.3,3.913,24739
2018-01-20 18:53:26 UTC,6188,98197,100700,211.7,2910.6,169,-2812.3,3.913,24766
2018-01-20 18:53:47 UTC,6189,98140,100700,216.2,2916.1,170,-2812.3,3.908,24787
2018-01-20 18:54:08 UTC,6190,98090,100700,220.5,2919.1,170,-2812.3,3.907,24808
2018-01-20 18:54:29 UTC,6191,98035,100700,225.3,2925.3,163,-2812.3,3.908,24829
2018-01-20 18:54:54 UTC,6192,97972,100700,230.8,2930.8,170,-2812.3,3.905,24854
2018-01-20 18:55:16 UTC,6193,97918,100700,235.4,2935.4,173,-2812.3,3.902,24875
2018-01-20 18:55:37 UTC,6194,97872,100700,240,2939.9,173,-2812.3,3.905,24897
2018-01-20 18:56:04 UTC,6195,97791,100700,246,2945.9,174,-2812.3,3.908,24924
2018-01-20 18:56:31 UTC,6196,97784,100700,247.4,2947.8,175,-2812.3,3.908,24951
2018-01-20 18:57:08 UTC,6197,97788,100700,246.9,2947.8,168,-2812.3,3.908,24986
2018-01-20 18:57:31 UTC,6198,97780,100700,247.4,2947.8,153,-2812.3,3.901,25010
2018-01-20 18:57:54 UTC,6199,97788,100700,247,2947.8,145,-2812.3,3.905,25033
2018-01-20 18:58:16 UTC,6200,97789,100700,247,2947.8,142,-2812.3,3.902,25056
2018-01-20 18:58:45 UTC,6201,97801,100700,246.2,2947.8,138,-2814,3.907,25084
2018-01-20 18:59:21 UTC,6202,97820,100700,244.1,2947.8,123,-2815.7,3.907,25121
2018-01-20 18:59:43 UTC,6203,97823,100700,243.9,2947.8,124,-2815.7,3.902,25142
2018-01-20 19:00:05 UTC,6204,97832,100700,244.2,2947.8,125,-2815.7,3.896,25164
2018-01-20 19:00:32 UTC,6205,97821,100700,243.4,2947.8,120,-2815.7,3.902,25192
2018-01-20 19:00:53 UTC,6206,97822,100700,244,2947.8,118,-2815.7,3.902,25213
2018-01-20 19:01:25 UTC,6207,97812,100700,244.5,2947.8,115,-2815.7,3.896,25245
2018-01-20 19:01:47 UTC,6208,98107,100700,219.6,2947.8,115,-2840.5,3.902,25267
2018-01-20 19:02:08 UTC,6209,98706,100700,168.4,2947.8,133,-2891.8,3.901,25288
2018-01-20 19:02:35 UTC,6210,99328,100700,115.7,2947.8,134,-2944.5,3.902,25315
2018-01-20 19:02:57 UTC,6211,99341,100700,114.4,2947.8,126,-2944.5,3.902,25337
2018-01-20 19:03:19 UTC,6212,99349,100700,114.4,2947.8,119,-2944.5,3.901,25359
2018-01-20 19:03:41 UTC,6213,99344,100700,114.4,2947.8,130,-2944.5,3.902,25381
2018-01-20 19:04:08 UTC,6214,99330,100700,115.2,2947.8,132,-2944.5,3.902,25408
2018-01-20 19:04:35 UTC,6215,99261,100700,120.8,2953,131,-2944.5,3.901,25436
2018-01-20 19:05:03 UTC,6216,99187,100700,127.8,2959.9,143,-2944.5,3.901,25462
2018-01-20 19:05:30 UTC,6217,99121,100700,132.9,2964.2,154,-2944.5,3.899,25490
2018-01-20 19:05:50 UTC,6218,99071,100700,137,2969.2,158,-2944.5,3.902,25511
2018-01-20 19:06:12 UTC,6219,99011,100700,142,2974.1,156,-2944.5,3.902,25533
2018-01-20 19:06:37 UTC,6220,98948,100700,147.9,2979,158,-2944.5,3.896,25558
2018-01-20 19:06:59 UTC,6221,98884,100700,153.3,2985.5,159,-2944.5,3.899,25580
2018-01-20 19:07:25 UTC,6222,98807,100700,159.3,2990.3,160,-2944.5,3.901,25606
2018-01-20 19:07:50 UTC,6223,98743,100700,165.2,2997.3,163,-2944.5,3.902,25631
2018-01-20 19:08:11 UTC,6224,98687,100700,169.7,3000.3,167,-2944.5,3.902,25652
2018-01-20 19:08:32 UTC,6225,98628,100700,174.7,3006.9,167,-2944.5,3.896,25673
2018-01-20 19:08:53 UTC,6226,98572,100700,180.7,3012.8,167,-2944.5,3.896,25694
2018-01-20 19:09:20 UTC,6227,98488,100700,186.5,3017.3,167,-2944.5,3.901,25721
2018-01-20 19:09:41 UTC,6228,98438,100700,191.2,3023.3,170,-2944.5,3.896,25742
2018-01-20 19:10:06 UTC,6229,98369,100600,188.4,3025.9,171,-2949.8,3.896,25767
2018-01-20 19:10:27 UTC,6230,98322,100600,192.5,3030,169,-2949.8,3.899,25788
2018-01-20 19:10:54 UTC,6231,98255,100600,198.5,3036,171,-2949.8,3.896,25815
2018-01-20 19:11:21 UTC,6232,98189,100600,204.1,3040.1,170,-2949.8,3.896,25842
2018-01-20 19:11:42 UTC,6233,98142,100600,208.5,3046,170,-2949.8,3.895,25863
2018-01-20 19:12:14 UTC,6234,98062,100600,215.1,3052.5,170,-2949.8,3.896,25895
2018-01-20 19:12:36 UTC,6235,98007,100600,219.8,3057.3,170,-2949.8,3.896,25917
2018-01-20 19:13:03 UTC,6236,97944,100600,225.1,3061,169,-2949.8,3.895,25944
2018-01-20 19:13:24 UTC,6237,97896,100600,229.6,3067,168,-2949.8,3.895,25965
2018-01-20 19:13:45 UTC,6238,97847,100600,233.7,3071.1,168,-2949.8,3.893,25986
2018-01-20 19:14:12 UTC,6239,97779,100600,239.1,3075.1,169,-2949.8,3.896,26013
2018-01-20 19:14:34 UTC,6240,97783,100600,239.7,3077,170,-2949.8,3.896,26035
2018-01-20 19:15:00 UTC,6241,97776,100600,239.4,3077,164,-2949.8,3.89,26061
2018-01-20 19:15:21 UTC,6242,97808,100600,237.4,3077,151,-2952.6,3.895,26082
2018-01-20 19:15:42 UTC,6243,97803,100600,236.5,3077,149,-2952.6,3.896,26103
2018-01-20 19:16:08 UTC,6244,97814,100600,235.8,3077,143,-2952.6,3.893,26129
2018-01-20 19:16:34 UTC,6245,97820,100600,235.9,3077,129,-2952.6,3.89,26155
2018-01-20 19:17:01 UTC,6246,97816,100600,236.3,3077,129,-2952.6,3.893,26182
2018-01-20 19:17:22 UTC,6247,97858,100600,232.9,3077,134,-2956.5,3.895,26203
2018-01-20 19:17:49 UTC,6248,98621,100600,166.9,3077,141,-3022.4,3.888,26230
2018-01-20 19:18:16 UTC,6249,99340,100600,106.3,3077,146,-3083,3.89,26257
2018-01-20 19:18:42 UTC,6250,99335,100600,108,3078.7,136,-3083,3.895,26283
2018-01-20 19:19:08 UTC,6251,99330,100600,106.5,3078.7,128,-3083,3.893,26309
2018-01-20 19:19:29 UTC,6252,99297,100600,110.3,3081,131,-3083,3.893,26330
2018-01-20 19:19:55 UTC,6253,99237,100600,115.3,3084.7,138,-3083,3.896,26357
2018-01-20 19:20:22 UTC,6254,99165,100600,121.1,3091.8,148,-3083,3.89,26384
2018-01-20 19:20:43 UTC,6255,99114,100600,126,3095.1,157,-3083,3.893,26405
2018-01-20 19:21:05 UTC,6256,99059,100600,129.8,3099.3,159,-3083,3.888,26427
2018-01-20 19:21:26 UTC,6257,99003,100600,134.6,3105.3,159,-3083,3.895,26448
2018-01-20 19:21:53 UTC,6258,98938,100600,140.4,3110.1,158,-3083,3.893,26475
2018-01-20 19:22:14 UTC,6259,98887,100600,144.9,3115.6,158,-3083,3.89,26496
2018-01-20 19:22:41 UTC,6260,98810,100600,151.7,3121,161,-3083,3.887,26523
2018-01-20 19:23:07 UTC,6261,98739,100600,157.8,3128.5,162,-3083,3.89,26549
2018-01-20 19:23:34 UTC,6262,98662,100600,163.5,3134.2,162,-3083,3.89,26576
2018-01-20 19:23:56 UTC,6263,98598,100600,169.2,3139.9,166,-3083,3.891,26598
2018-01-20 19:24:24 UTC,6264,98536,100600,174.4,3145.1,168,-3083,3.893,26624
2018-01-20 19:24:50 UTC,6265,98467,100600,180.5,3150.3,169,-3083,3.888,26652
2018-01-20 19:25:16 UTC,6266,98401,100600,186.1,3156.7,167,-3083,3.885,26678
2018-01-20 19:25:37 UTC,6267,98350,100600,190.9,3161.6,164,-3083,3.885,26699
2018-01-20 19:26:03 UTC,6268,98297,100600,195.3,3166,169,-3083,3.885,26725
2018-01-20 19:26:24 UTC,6269,98229,100600,201,3171.7,171,-3083,3.89,26746
2018-01-20 19:26:51 UTC,6270,98156,100600,206.7,3176,170,-3083,3.885,26773
2018-01-20 19:27:12 UTC,6271,98108,100600,211.8,3182.5,170,-3083,3.887,26794
2018-01-20 19:27:33 UTC,6272,98053,100600,216.2,3186.9,171,-3083,3.885,26815
2018-01-20 19:28:00 UTC,6273,97971,100600,222.7,3192.1,171,-3083,3.887,26843
2018-01-20 19:28:26 UTC,6274,97902,100600,228.6,3197.7,173,-3083,3.887,26868
2018-01-20 19:28:47 UTC,6275,97863,100600,232.5,3201.8,174,-3083,3.885,26889
2018-01-20 19:29:08 UTC,6276,97800,100600,236.7,3207.4,175,-3083,3.885,26910
2018-01-20 19:29:32 UTC,6277,97774,100600,240.1,3209.9,174,-3083,3.885,26935
2018-01-20 19:29:52 UTC,6278,97772,100600,240.7,3209.9,171,-3083,3.884,26955
2018-01-20 19:30:13 UTC,6279,97803,100600,237.1,3209.9,164,-3085.1,3.884,26976
2018-01-20 19:30:40 UTC,6280,97799,100600,237.8,3209.9,150,-3085.1,3.885,27003
2018-01-20 19:31:05 UTC,6281,97812,100600,236.4,3209.9,150,-3085.1,3.887,27028
2018-01-20 19:31:26 UTC,6282,97801,100600,237,3209.9,130,-3085.1,3.885,27049
2018-01-20 19:31:49 UTC,6283,98270,100600,197.7,3209.9,139,-3124.6,3.885,27071
2018-01-20 19:32:52 UTC,6284,99336,100600,106.7,3209.9,137,-3215.2,3.885,27134
2018-01-20 19:33:19 UTC,6285,99292,100600,110,3212.9,128,-3215.2,3.884,27161
2018-01-20 19:33:50 UTC,6286,99219,100600,116.9,3219.7,137,-3215.2,3.885,27193
2018-01-20 19:34:12 UTC,6287,99162,100600,121.7,3224.6,152,-3215.2,3.884,27215
2018-01-20 19:34:34 UTC,6288,99098,100600,126.2,3229.1,156,-3215.2,3.884,27236
2018-01-20 19:34:55 UTC,6289,99060,100600,129.9,3232.8,160,-3215.2,3.884,27257
2018-01-20 19:35:21 UTC,6290,98995,100600,135.8,3238.7,160,-3215.2,3.882,27284
2018-01-20 19:35:42 UTC,6291,98943,100600,140.3,3243.2,160,-3215.2,3.884,27305
2018-01-20 19:36:08 UTC,6292,98878,100600,145.6,3248.4,162,-3215.2,3.884,27331
2018-01-20 19:36:35 UTC,6293,98813,100600,150.5,3252.9,163,-3215.2,3.881,27358
2018-01-20 19:36:56 UTC,6294,98758,100600,155.5,3258.4,162,-3215.2,3.884,27379
2018-01-20 19:37:17 UTC,6295,98713,100600,159.8,3262.6,162,-3215.2,3.881,27400
2018-01-20 19:37:44 UTC,6296,98645,100600,165.4,3267,163,-3215.2,3.881,27427
2018-01-20 19:38:05 UTC,6297,98597,100600,169.4,3272.3,163,-3215.2,3.884,27448
2018-01-20 19:38:27 UTC,6298,98529,100600,175.3,3278.1,162,-3215.2,3.882,27470
2018-01-20 19:38:54 UTC,6299,98461,100600,181.4,3284.2,163,-3215.2,3.881,27497
2018-01-20 19:39:15 UTC,6300,98406,100600,186.1,3288.9,167,-3215.2,3.878,27518
2018-01-20 19:39:42 UTC,6301,98343,100600,191.3,3292.8,167,-3215.2,3.881,27545
2018-01-20 19:40:08 UTC,6302,98278,100600,197,3299.8,167,-3215.2,3.881,27571
2018-01-20 19:40:34 UTC,6303,98213,100600,202.2,3305,167,-3215.2,3.882,27597
2018-01-20 19:40:55 UTC,6304,98175,100600,205.5,3308.4,168,-3215.2,3.884,27618
2018-01-20 19:41:16 UTC,6305,98129,100600,209.9,3312.7,168,-3215.2,3.881,27639
2018-01-20 19:41:38 UTC,6306,98071,100600,213.9,3316.8,167,-3215.2,3.881,27661
2018-01-20 19:42:04 UTC,6307,98010,100600,219.9,3321.3,170,-3215.2,3.878,27687
2018-01-20 19:42:31 UTC,6308,97938,100600,226.2,3329,170,-3215.2,3.881,27714
2018-01-20 19:42:52 UTC,6309,97892,100600,230.2,3333,168,-3215.2,3.882,27735
2018-01-20 19:43:13 UTC,6310,97834,100600,234.7,3337.5,167,-3215.2,3.881,27756
2018-01-20 19:43:39 UTC,6311,97785,100600,239.1,3340.4,161,-3215.2,3.881,27782
2018-01-20 19:44:06 UTC,6312,97800,100600,237.4,3340.4,167,-3215.2,3.881,27810
2018-01-20 19:44:32 UTC,6313,97815,100600,236.6,3340.4,155,-3215.2,3.878,27835
2018-01-20 19:44:58 UTC,6314,98181,100600,205,3340.4,148,-3247.7,3.878,27861
2018-01-20 19:45:19 UTC,6315,98797,100600,153.7,3340.4,147,-3299.1,3.878,27882
2018-01-20 19:45:48 UTC,6316,99329,100600,107.5,3340.4,144,-3345.2,3.878,27909
2018-01-20 19:46:15 UTC,6317,99329,100600,107.2,3340.4,135,-3345.2,3.878,27939
2018-01-20 19:46:37 UTC,6318,99299,100600,109.9,3342.8,130,-3345.2,3.878,27960
2018-01-20 19:46:58 UTC,6319,99245,100600,113.9,3346.8,139,-3345.2,3.878,27981
2018-01-20 19:47:19 UTC,6320,99191,100600,119.2,3352,152,-3345.2,3.878,28003
2018-01-20 19:47:41 UTC,6321,99133,100600,123.2,3355.2,154,-3345.2,3.871,28024
2018-01-20 19:48:02 UTC,6322,99090,100600,127.5,3360.4,157,-3345.2,3.879,28045
2018-01-20 19:48:23 UTC,6323,99015,100600,132.8,3365.7,158,-3345.2,3.878,28067
2018-01-20 19:48:50 UTC,6324,98952,100600,139.5,3372.3,162,-3345.2,3.876,28094
2018-01-20 19:49:22 UTC,6325,98867,100600,146.4,3379.3,164,-3345.2,3.876,28126
2018-01-20 19:49:49 UTC,6326,98797,100600,152.5,3385.3,164,-3345.2,3.878,28152
2018-01-20 19:50:15 UTC,6327,98731,100600,158.8,3391.6,158,-3345.2,3.878,28179
2018-01-20 19:50:36 UTC,6328,98675,100600,162.9,3395.7,165,-3345.2,3.871,28200
2018-01-20 19:51:04 UTC,6329,98604,100600,169.2,3402,168,-3345.2,3.871,28227
2018-01-20 19:51:34 UTC,6330,98534,100600,175.4,3408.3,168,-3345.2,3.871,28258
2018-01-20 19:52:01 UTC,6331,98468,100600,180.3,3413.2,168,-3345.2,3.871,28284
2018-01-20 19:52:27 UTC,6332,98407,100600,186,3417.7,166,-3345.2,3.871,28311
2018-01-20 19:52:55 UTC,6333,98342,100600,190.7,3422.9,162,-3345.2,3.874,28338
2018-01-20 19:53:15 UTC,6334,98297,100600,194.9,3426.5,163,-3345.2,3.87,28359
2018-01-20 19:53:46 UTC,6335,98229,100600,201.2,3434,163,-3345.2,3.871,28390
2018-01-20 19:54:13 UTC,6336,98161,100600,206.7,3438.1,163,-3345.2,3.87,28417
2018-01-20 19:54:39 UTC,6337,98093,100600,212.3,3445.2,164,-3345.2,3.871,28443
2018-01-20 19:55:00 UTC,6338,98054,100600,215.5,3447.9,165,-3345.2,3.868,28464
2018-01-20 19:55:26 UTC,6339,97987,100600,222.1,3453.7,166,-3345.2,3.871,28490
2018-01-20 19:55:47 UTC,6340,97945,100600,225.3,3458.2,167,-3345.2,3.864,28511
2018-01-20 19:56:08 UTC,6341,97882,100600,229.9,3462.8,167,-3345.2,3.868,28532
2018-01-20 19:56:29 UTC,6342,97833,100600,235.2,3468,165,-3345.2,3.868,28553
2018-01-20 19:56:56 UTC,6343,97772,100600,240.1,3473,167,-3345.2,3.871,28580
2018-01-20 19:57:17 UTC,6344,97778,100600,239.7,3473,167,-3345.2,3.868,28601
2018-01-20 19:57:38 UTC,6345,97789,100600,238.3,3473,158,-3347,3.865,28623
2018-01-20 19:58:10 UTC,6346,97811,100600,236.8,3473,144,-3348.7,3.865,28654
2018-01-20 19:58:36 UTC,6347,98032,100600,217.5,3473,137,-3367.8,3.865,28680
2018-01-20 19:58:57 UTC,6348,98631,100600,166.4,3473,144,-3418.9,3.868,28701
2018-01-20 19:59:20 UTC,6349,99237,100600,114.8,3473,142,-3470.6,3.864,28724
2018-01-20 19:59:52 UTC,6350,99321,100600,107.8,3473,137,-3477.7,3.862,28756
2018-01-20 20:00:19 UTC,6351,99332,100600,107.5,3473,137,-3477.7,3.864,28783
2018-01-20 20:00:40 UTC,6352,99326,100600,107.5,3473,123,-3477.7,3.865,28804
2018-01-20 20:01:01 UTC,6353,99327,100600,107.6,3473,132,-3477.7,3.862,28826
